Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00935324, 0.00261428, 0.00673813, 0.00369598, 7735, 69925, 451164
0.00766274, 0.00266551, 0.00499645, 0.00242894, 7863, 71562, 284622
0.00778104, 0.00329694, 0.00448315, 0.00167229, 7810, 70685, 167280
0.00541974, 0.00234951, 0.00306949, 0.00121608, 7029, 64055, 137637
0.00829051, 0.00271984, 0.00556976, 0.00271993, 7899, 71310, 324351
0.00856819, 0.00255178, 0.00601558, 0.00313893, 7519, 68648, 382038
0.0108266, 0.00340299, 0.00742286, 0.00390417, 7792, 71186, 457437
0.0125853, 0.00408998, 0.00849446, 0.00439822, 7865, 72085, 343293
0.00724531, 0.00278572, 0.00445878, 0.00200274, 7681, 70663, 233823
0.00619515, 0.00275661, 0.00343772, 0.00121078, 7722, 70265, 129027
0.00550313, 0.00267201, 0.00283039, 0.000844505, 7851, 70193, 85239
0.00500008, 0.00255496, 0.00244437, 0.000596626, 7564, 69045, 58425
0.00480417, 0.00260708, 0.00219624, 0.000459722, 7730, 68874, 45387
0.00499318, 0.00254279, 0.00244957, 0.000589612, 7525, 68544, 61131
0.0062819, 0.00266035, 0.0036207, 0.000684314, 7648, 69656, 42927
0.00463455, 0.00261475, 0.00201855, 0.000322133, 7705, 70680, 28167
0.00494998, 0.0025718, 0.00237737, 0.000321058, 7747, 70379, 27552
0.0052921, 0.00335043, 0.00194061, 0.000315989, 7683, 69376, 28413
0.00451392, 0.00261854, 0.00189459, 0.000352637, 7335, 66616, 33579
0.00534536, 0.00336375, 0.00198055, 0.000344042, 7932, 71262, 28413
0.00456512, 0.00261616, 0.00194786, 0.000259121, 7737, 69769, 19680
0.00418333, 0.00254453, 0.00163786, 0.000167776, 7383, 67019, 13038
0.00451629, 0.00282717, 0.0016882, 0.000154137, 7614, 69137, 11316
0.00396409, 0.00235099, 0.00161236, 0.000133394, 6964, 64805, 9963
0.0047049, 0.00282127, 0.00188228, 0.000186982, 7149, 66035, 13161
0.0051586, 0.00304878, 0.00210892, 0.00023103, 7900, 70608, 16236
0.00530597, 0.00265776, 0.00264692, 0.000139871, 7730, 70315, 10455
0.00410532, 0.00246189, 0.00164242, 0.000122863, 7006, 63548, 8979
0.00424927, 0.00259342, 0.00165503, 9.772e-05, 7842, 69708, 7257
0.00401669, 0.0024872, 0.00152875, 8.4301e-05, 7350, 67331, 5535
0.00389792, 0.00238692, 0.00150986, 6.6901e-05, 7084, 64948, 4551
0.00428369, 0.00258998, 0.00169275, 0.00010459, 7814, 70750, 7380
0.00430756, 0.00271586, 0.00159067, 8.2852e-05, 7680, 69045, 5904
0.00396267, 0.00236383, 0.00159819, 0.00010559, 7068, 64621, 8610
0.00428579, 0.00261921, 0.00166556, 7.6256e-05, 7718, 69957, 4920
0.00416442, 0.00257071, 0.00159285, 6.0827e-05, 7751, 69930, 4305
0.00415344, 0.00259903, 0.00155354, 6.7478e-05, 7289, 67683, 4182
0.00440468, 0.00280856, 0.0015948, 5.8002e-05, 7934, 71801, 3813
0.00403844, 0.00257759, 0.00146006, 7.2617e-05, 7668, 69315, 5904
0.00431631, 0.00261461, 0.00170082, 9.2499e-05, 7612, 68781, 6396
0.00420433, 0.00249864, 0.00170487, 5.6489e-05, 7207, 66467, 3936
0.00418735, 0.00267352, 0.00151264, 6.7235e-05, 7117, 64864, 4428
0.00401649, 0.00251869, 0.00149647, 5.1631e-05, 7640, 68541, 3321
0.00521166, 0.00367041, 0.00154023, 3.9554e-05, 7481, 68536, 2460
0.004409, 0.00274355, 0.00166475, 7.7391e-05, 7734, 70421, 5289
0.00418948, 0.00252653, 0.00166211, 4.1066e-05, 7594, 68788, 2706
0.0043286, 0.00265507, 0.00167252, 6.7152e-05, 7918, 71228, 4182
